"Codi postal","Latitud","Longitud"
43764,41.1791101622387,1.36208040154908
43765,41.2083225681752,1.27813787356142
43770,41.0944061688454,0.667541447159636
43771,41.1356327617301,0.958016731735462
43772,41.1462672439242,1.00385423924664
43773,41.1311946891602,0.903154939608826
43774,41.152158391263,0.87341063203039
43775,41.1265907784544,0.801419733293437
43776,41.0948006199665,0.799678580704134
43777,41.1058371744372,0.748185981868019
43780,41.0541158829615,0.421433593972798
43781,41.1714019776688,0.46866155955445
43782,41.147753340842,0.400381091445527
43783,41.193347136457,0.347714934365319
43784,41.0986104879092,0.475903359886331
43785,41.0149268904696,0.372592210523678
43786,41.1043014821495,0.295362912040933
43787,41.0426899090697,0.281713091098473
43790,41.2611829950171,0.446757968150513
43791,41.16420827418,0.55026279201155
43792,41.2161321959781,0.622392859406157
43800,41.2973525916412,1.24221210975248
